@relation covid-PE

@attribute municipio { NAOINFORMADO, ABREU_E_LIMA,  AFOGADOS_DA_INGAZEIRA,  AFRANIO,  AGRESTINA,  AGUA_PRETA,  AGUAS_BELAS,  ALAGOINHA,  ALIANCA,  ALTINHO,  AMARAJI,  ANGELIM,  ARACOIABA,  ARARIPINA,  ARCOVERDE, BARRA_DE_GUABIRABA, BARREIROS, BELEM_DE_MARIA, BELEM_DE_SAO_FRANCISCO, BELO_JARDIM, BETANIA, BEZERROS, BODOCO, BOM_CONSELHO, BOM_JARDIM, BONITO, BREJAO, BREJINHO, BREJO_DA_MADRE_DE_DEUS, BUENOS_AIRES, BUIQUE, CABO_DE_SANTO_AGOSTINHO, CABROBO, CACHOEIRINHA, CAETES, CALCADO, CALUMBI, CAMARAGIBE, CAMOCIM_DE_SAO_FELIX, CAMUTANGA, CANHOTINHO, CAPOEIRAS, CARNAIBA, CARNAUBEIRA_DA_PENHA, CARPINA, CARUARU, CASINHAS, CATENDE, CEDRO, CHA_GRANDE, CHA_DE_ALEGRIA, CONDADO, CORRENTES, CORTES, CUMARU, CUPIRA, CUSTODIA, DORMENTES, ESCADA, EXU, FEIRA_NOVA, FERREIROS, FLORES, FLORESTA, FREI_MIGUELINHO, GAMELEIRA, GARANHUNS, GLORIA_DO_GOITA, GOIANA, GRANITO, GRAVATA, IATI, IBIMIRIM, IBIRAJUBA, IGARASSU, IGUARACI, INAJA, INGAZEIRA, IPOJUCA, IPUBI, ITACURUBA, ITAIBA, ITAMARACA, ITAMBE, ITAPETIM, ITAPISSUMA, ITAQUITINGA, JABOATAO_DOS_GUARARAPES, JAQUEIRA, JATAUBA, JATOBA, JOAO_ALFREDO, JOAQUIM_NABUCO, JUCATI, JUPI, JUREMA, LAGOA_GRANDE, LAGOA_DO_CARRO, LAGOA_DO_ITAENGA, LAGOA_DO_OURO, LAGOA_DOS_GATOS, LAJEDO, LIMOEIRO, MACAPARANA, MACHADOS, MANARI, MARAIAL, MIRANDIBA, MOREILANDIA, MORENO, NAZARE_DA_MATA, OLINDA, OROBO, OROCO, OURICURI, PALMARES, PALMEIRINA, PANELAS, PARANATAMA, PARNAMIRIM, PASSIRA, PAUDALHO, PAULISTA, PEDRA, PESQUEIRA, PETROLANDIA, PETROLINA, POCAO, POMBOS, PRIMAVERA, QUIPAPA, QUIXABA, RECIFE, RIACHO_DAS_ALMAS, RIBEIRAO, RIO_FORMOSO, SAIRE, SALGADINHO, SALGUEIRO, SALOA, SANHARO, SANTA_CRUZ_DA_BAIXA_VERDE, SANTA_CRUZ_DO_CAPIBARIBE, SANTA_CRUZ, SANTA_FILOMENA, SANTA_MARIA_DA_BOA_VISTA, SANTA_MARIA_DO_CAMBUCA, SANTA_TEREZINHA, SAO_BENEDITO_DO_SUL, SAO_BENTO_DO_UNA, SAO_CAITANO, SAO_JOAO, SAO_JOAQUIM_DO_MONTE, SAO_JOSE_DA_COROA_GRANDE, SAO_JOSE_DO_BELMONTE, SAO_JOSE_DO_EGITO, SAO_LOURENCO_DA_MATA, SAO_VICENTE_FERRER, SERRA_TALHADA, SERRITA, SERTANIA, SIRINHAEM, SOLIDAO, SURUBIM, TABIRA, TACAIMBO, TACARATU, TAMANDARE, TAQUARITINGA_DO_NORTE, TEREZINHA, TERRA_NOVA, TIMBAUBA, TORITAMA, TRACUNHAEM, TRINDADE, TRIUNFO, TUPANATINGA, TUPARETAMA, VENTUROSA, VERDEJANTE, VERTENTE_DO_LERIO, VERTENTES, VICENCIA, VITORIA_DE_SANTO_ANTAO, XEXEU, ILHA_DE_ITAMARACA, FERNANDO_DE_NORONHA, OUTRO_ESTADO, OUTRO_PAIS}

@attribute resultado numeric

@data
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	0
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	0
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
NAOINFORMADO	0
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
RECIFE	1
